CompanyNumber,NiceName,CompanyStatus
07529764,"Trageschule Community Interest Company",Active
06482275,"Trailnet C.i.c",Active
07640985,"Train 2 Work Cic",Active
07429879,"Train Aspire and Progress Cic","Active - Proposal to Strike off"
07630609,"Train Hard Parkour & Freerunning CIC",Active
07940649,"Training & Development Partnership C.I.C.",Active
07734724,"Training & Employability Academy CIC",Active
06469541,"Training 2 All C.I.C.",Active
07522442,"Training and Community Services CIC",Active
06342890,"Training Assessment Progression (Tap) Cic","Active - Proposal to Strike off"
06745993,"Training By Experience Community Interest Company",Active
07816052,"Training Local Communities C.I.C.",Active
07802176,"Training, Employment, Support Solutions CIC",Active
07537360,"Trans Pennine Community Housing CIC",Active
07270798,"Transfer Creative Projects Community Interest Company",Active
06942795,"Transform (in the Community) Community Interest Company",Active
07992556,"Transforming Choice Community Interest Company",Active
08012101,"Transforming Lives Projects CIC",Active
07952718,"Transforming Local Communities CIC",Active
06036781,"Trailblazer CIC",Active
06975248,"Transition Lavenham Community Interest Company",Active
07482929,"Transition Mentoring Cic",Active
07425597,"Transition Montpelier Community Interest Company",Active
06951265,"Transition Newton Abbot Community Interest Company",Active
07228788,"Transition Town Brixton Community Interest Company",Active
07087869,"Transition Town Maidenhead Community Interest Company",Active
07328791,"Transition Town Marlow C.I.C.",Active
SC391625,"Transition Turriefield C.I.C.",Active
07145290,"Transitional Plus Care Community Interest Company",Active
07609324,"Transitions London C.I.C.",Active
05618892,"Transitions Services C.i.c.",Active
07858763,"Transitions Skate CIC",Active
06930170,"Transmissionuk CIC",Active
07856051,"Transport for Leigh Community Interest Company",Active
08082524,"Trapped Stars C.I.C.",Active
06815020,"Trash Factory Community Interest Company",Active
NI602089,"Travel 4 All C.I.C.",Active
07343821,"Travelling TV Theatre Cic",Active
05542697,"Travelwatch Southwest CIC",Active
06955532,"Trax Energy Solutions Community Interest Company",Active
06963591,"Trax Windsport Centre Community Interest Company",Active
07467487,"Treasure House (London) CIC",Active
06177065,"Trec Training & Consultancy CIC",Active
06857512,"Tredegar Community Interest Company",Active
07665539,"Tree House Out of School Club Community Interest Company",Active
08089393,"Tree Music Cic",Active
07785345,"Treeinspired C.I.C.",Active
07382963,"Treflach Farm CIC",Active
06235368,"Trenance Cottages CIC",Active
07800469,"Treorchy Wind Fund Community Interest Company",Active
06586130,"Tresa Community Interest Company",Active
07465472,"Trevenson Meadows (Newquay) C.I.C.",Active
05978492,"Tri-a-Sport Community Interest Company",Active
08020762,"Tribal Vibe Media Community Interest Company",Active
07982933,"Trico Creative Cic",Active
07914616,"Trident Care Community Interest Company",Active
07237794,"Trident Training South Development Agency C.I.C.","Active - Proposal to Strike off"
06939472,"Trinity Catering CIC",Active
07917857,"Trinity Child and Family Centre CIC",Active
08062673,"Trinity Community Transformation Initiatives (Tricoti) C.I.C.",Active
07289296,"Trinity Extended Services Community Interest Company",Active
06221380,"Trinity Festival Community Interest Company",Active
07909528,"Tripod Care Community Interest Company",Active
07626246,"Trisecta Community Interest Company",Active
06040778,"Triton Training Community Interest Company",Active
06856957,"Tritons Swim School Community Interest Company",Active
07235290,"Trotability Western Horse Riding Center Cic","Active - Proposal to Strike off"
06732332,"Tru Streetdance, Creating Positive Moves Community Interest Company",Active
07896287,"True Fair Eco Tourism CIC",Active
08044805,"True Form Projects C.I.C.",Active
06274323,"True Story Community Interest Company",Active
07401354,"Truly Local CIC",Active
07472651,"Trust ICT Cic",Active
06731069,"Trust in Education Community Interest Company",Active
07734872,"Trust in Sport Community Interest Company",Active
07650505,"Digbeth Community Development Trust CIC",Active
05622804,"Trysordy Community Interest Company",Active
07599049,"TSBC Academy Cic",Active
07149586,"TSBC CIC",Active
07284003,"Tsci Community Interest Company",Active
06822739,"Tudor Barn Eltham Community Interest Company",Active
06865083,"Tudor Cross Pre School CIC",Active
07121256,"Tuebrook Transnational Community Interest Company",Active
06360983,"Tuk Tuk Travel Community Interest Company",Active
07487416,"Tuke Institute CIC",Active
05873514,"Tumu Enterprises Community Interest Company",Active
07934296,"Tunbridge Wells Community Enterprises CIC",Active
06808258,"Turn It Around CIC",Active
07533252,"Turnaround 180 Community Interest Company",Active
07617538,"Tutti Music CIC",Active
04361036,"Tvsa Community Interest Company",Active
06993678,"Twenty%extra C.I.C.",Active
07769196,"Twhistle CIC",Active
07224028,"Twitney Community Interest Company",Active
03606488,"Two Counties Creche C.I.C.",Active
07567214,"Two Rivers Kindergarten CIC",Active
05088864,"Two Ways Community Interest Company",Active
07732249,"Tyf Connect CIC",Active
07221297,"South Northumberland Radio Group CIC","Active - Proposal to Strike off"
06864321,"Fuse Media Centre C.I.C.",Active
07761144,"Tyneholme Community Interest Company",Active
07883342,"Tyneside Badminton Centre CIC",Active
06778299,"Tyneside Primary Care Community Interest Company",Active
07278104,"U Can Recycling CIC",Active
07245786,"U Count 2 Cic",Active
06943493,"U Project Community Interest Company",Active
06821052,"U Wake Up ! Community Interest Company",Active
07236922,"U-Ukslp Community Interest Company",Active
07440837,"Publicmedia Projects CIC",Active
07664718,"Ubiquitous Homes Community Interest Company",Active
07340528,"Ubiquitous Youth Cic",Active
07876802,"Ubuni Cic",Active
07978670,"Ucanb C.I.C.",Active
06658252,"Ugly Bug Development Community Interest Company",Active
07398168,"Ugn (United Gospel Network) Destiny Creators CIC","Active - Proposal to Strike off"
07318855,"Ujima Radio CIC",Active
05627222,"UK 8020 CIC",Active
07473414,"UK Association of Children's Centres Cic","Active - Proposal to Strike off"
04101308,"UK Behaviour Analysis and Research Group C.I.C.",Active
06988804,"UK Futsal Association CIC",Active
07506482,"UK Green Angels CIC",Active
SC377278,"UK Recovery Federation CIC",Active
07626561,"UK Swagger Cic",Active
07740695,"Slackline UK CIC",Active
07671796,"Ultra Productions Cic",Active
07397625,"Ultra Radio Cic",Active
08010706,"Umbrella Collective Community Interest Company",Active
07778474,"Umbrella Creative CIC",Active
07963896,"Ummah Care Cic",Active
06928568,"Under the Sun Creative Outdoor Learning Community Interest Company",Active
06844606,"Underground Poems Community Interest Company",Active
06963545,"Union Street Media Arts Community Interest Company",Active
07573128,"Unique Story Coaching Cic","Active - Proposal to Strike off"
07618182,"Unique Voice C.I.C.",Active
07249443,"Unique Youth Cic","Active - Proposal to Strike off"
SC397597,"Unit 7 Artists Studios CIC",Active
07896990,"United Training Partnership Cic",Active
07602637,"United Ventures Nottingham C.I.C.",Active
05194437,"Unity 12 CIC",Active
07245541,"Unity 7 Lifestyle Consultancy C.I.C.",Active
06256028,"Unity Arts Trust C.I.C.",Active
07855822,"Unity in Giving Community Interest Company",Active
07926540,"Unity in the Community CIC","Active - Proposal to Strike off"
08010659,"Unity Is Strength C.I.C.",Active
07289038,"Universal Social Justice Cic",Active
07989810,"Council Tax Advisors C.I.C.",Active
07253675,"Unleash Personal Power C.I.C.",Active
08004746,"Unlimited Art Cafe C.I.C.",Active
07855935,"Unlimited Support C.I.C.",Active
07653985,"Unlocking Enterprise CIC",Active
07198793,"Unlocking Potential Cic","Active - Proposal to Strike off"
07758143,"Unspent Cic",Active
07138252,"Untapped (UK) CIC",Active
06796033,"Untapped Resource CIC",Active
06738342,"Untold Design CIC",Active
07984132,"Unwind Audio CIC",Active
07500336,"Up Ahead Community Interest Company",Active
07715249,"Up2uni Community Interest Company",Active
05738894,"Upbeat Social Enterprises Community Interest Company",Active
SC421937,"Upbeet CIC",Active
07682405,"Upper Eden Community Interest Company",Active
07506764,"Upper Space CIC",Active
07390328,"Upz and Downz Community Interest Company",Active
07428425,"Ur Cafe Cic","Active - Proposal to Strike off"
07293248,"Ur Potential Community Interest Company",Active
08049929,"Ur Start Community Interest Company",Active
06925211,"Ur What U Eat Liverpool Community Interest Company",Active
07528492,"Ura Star Enterprise Cic",Active
07422519,"Urban Advice CIC",Active
07517949,"Urban Archive CIC",Active
07646021,"Urban Arts Collective CIC",Active
07626876,"Urban Colours UK Ent Cic",Active
07705661,"Urban Grain CIC",Active
05782796,"Urban Green Fair Community Interest Company",Active
07772862,"Urban Hype Media Cic",Active
07929017,"Urban ML CIC","Active - Proposal to Strike off"
07245559,"Urban Opportunities CIC",Active
05079890,"Urban Progress Community Interest Company",Liquidation
07848176,"Urban Pursuit C.I.C.",Active
07021447,"Urban Research Collective Community Interest Company","Active - Proposal to Strike off"
08061101,"Urban Social Enterprise, C.I.C.",Active
07879024,"Urban Sport Icon CIC",Active
06541878,"Urban Synergy (South East London) Community Interest Company",Active
07690116,"Urban Vision Enterprise CIC",Active
07161941,"Urbanag Community Interest Company",Active
07431523,"Urbane Renaissance Community Interest Company",Active
07821429,"Urbantopia C.i.c.",Active
08074656,"Uscot C.I.C.",Active
07774550,"Used Community Interest Company",Active
06357019,"Users in Partnership-West Midlands Community Interest Company","Active - Proposal to Strike off"
06123526,"Uthingo Regeneration and Development Community Interest Company","Active - Proposal to Strike off"
07138238,"Uthink Youth Development Services CIC",Active
07581079,"Uturn UK C.I.C.",Active
07414242,"V&e Associates Community Interest Company",Active
06639326,"V.i.p Minds Community Interest Company",Active
07567128,"Vale Morris C.I.C.",Active
06071362,"Vale of Glamorgan Broadcasting Community Interest Company",Active
06500418,"Value Independence Community Interest Company",Active
07581800,"Valuing Involvement & Participation Community Interest Company",Active
05690538,"Vamos Festival C.I.C.",Active
08074737,"Vanity Visage C.i.c.",Active
08021462,"Vauxhall CIC",Active
06858442,"Vauxy Theatre Community Interest Company","Active - Proposal to Strike off"
07723212,"Vaya Con Dios Community Interest Company",Active
06333645,"VCS Learning Solutions CIC",Active
07245751,"Vegelantes Cic","Active - Proposal to Strike off"
07294886,"Veggies to Grow C.i.c.",Active
07976468,"Ventnor Botanic Garden Community Company C.I.C.",Active
07900198,"Ventnor Community Bus Cic",Active
07023065,"Ventnor Festival Community Interest Company",Active
08069492,"Venturie C.I.C.","Active - Proposal to Strike off"
08040266,"Vermilion Art Community Interest Company",Active
07981971,"Vernon Community College C.I.C.",Active
06122687,"Vernova Healthcare Community Interest Company",Active
07656135,"Versatile Skills Training CIC",Active
07497811,"Africa's Gift - Enterprises Community Interest Company",Active
07552265,"Vertux C.i.c.",Active
07392030,"Vestige CIC",Active
05733027,"Victimcare CIC",Active
07386968,"Victoria Park Day Nursery CIC",Active
04214286,"Victory Sports Ground C.I.C.",Active
07599354,"Vidacom CIC","Active - Proposal to Strike off"
06755331,"Viewpoint Research Community Interest Company",Active
07272062,"Village Connections Community Interest Company","Active - Proposal to Strike off"
07390397,"Village Power C.I.C.",Active
07369952,"Vinbrooke Support Kent Community Interest Company",Active
05984779,"Vinefruits Community Interest Company",Active
07861687,"Vintage Communities CIC",Active
07888253,"Vintage Ventures C.I.C.",Active
07001694,"Violet 'Rose' Moon CIC",Active
06116643,"Viper Performance Company Community Interest Company","Active - Proposal to Strike off"
